time,actual_x,actual_z,predicted_x,predicted_z,drift
13.62,0.2979,0.0314,0.2931,0.0273,0.0063
13.65,0.2994,0.0363,0.2945,0.0321,0.0065
13.68,0.3008,0.0411,0.2958,0.0366,0.0067
13.71,0.302,0.0455,0.2969,0.0409,0.0069
13.74,0.3031,0.0498,0.2979,0.0448,0.0071
13.77,0.3041,0.0537,0.2988,0.0486,0.0074
13.8,0.3049,0.0573,0.2996,0.052,0.0076
13.83,0.3057,0.0607,0.3002,0.0552,0.0078
13.86,0.3063,0.0638,0.3008,0.0581,0.008
13.89,0.3069,0.0666,0.3013,0.0607,0.0082
13.92,0.3074,0.0691,0.3018,0.063,0.0084
13.95,0.3079,0.0713,0.3021,0.065,0.0086
13.98,0.3083,0.0732,0.3024,0.0667,0.0088
14.01,0.3086,0.0748,0.3026,0.0681,0.009
14.04,0.3088,0.0761,0.3028,0.0692,0.0091
14.07,0.309,0.0771,0.303,0.07,0.0093
14.1,0.3092,0.0778,0.303,0.0706,0.0095
14.13,0.3093,0.0782,0.3031,0.0708,0.0097
14.16,0.3094,0.0783,0.3031,0.0707,0.0099
14.19,0.3094,0.0781,0.303,0.0703,0.0101
14.22,0.3094,0.0775,0.3029,0.0697,0.0102
14.25,0.3094,0.0767,0.3027,0.0687,0.0104
14.28,0.3093,0.0756,0.3025,0.0674,0.0106
14.31,0.3091,0.0741,0.3023,0.0658,0.0107
14.34,0.3089,0.0724,0.3019,0.064,0.0109
14.37,0.3086,0.0703,0.3015,0.0618,0.0111
14.4,0.3082,0.068,0.3011,0.0593,0.0112
14.43,0.3078,0.0654,0.3005,0.0566,0.0114
14.46,0.3073,0.0624,0.2999,0.0536,0.0116
14.49,0.3067,0.0592,0.2992,0.0502,0.0117
14.52,0.306,0.0557,0.2983,0.0467,0.0119
14.55,0.3052,0.0519,0.2974,0.0428,0.012
14.58,0.3043,0.0479,0.2963,0.0387,0.0122
14.61,0.3032,0.0436,0.2952,0.0343,0.0123
14.64,0.3021,0.039,0.2938,0.0296,0.0125
14.67,0.3007,0.0341,0.2923,0.0247,0.0126
14.7,0.2992,0.029,0.2907,0.0196,0.0127
14.73,0.2976,0.0237,0.2888,0.0142,0.0129
14.76,0.2957,0.0182,0.2868,0.0087,0.013
14.79,0.2937,0.0124,0.2846,0.0029,0.0131
14.82,0.2914,0.0064,0.2822,-0.0031,0.0133
14.85,0.289,0.0002,0.2795,-0.0093,0.0134
14.88,0.2863,-0.0061,0.2766,-0.0157,0.0135
14.91,0.2833,-0.0127,0.2735,-0.0222,0.0136
14.94,0.2801,-0.0194,0.2701,-0.0288,0.0138
14.97,0.2767,-0.0262,0.2665,-0.0356,0.0139
15.0,0.2729,-0.0331,0.2625,-0.0425,0.014
15.03,0.2689,-0.0402,0.2583,-0.0495,0.0141
15.06,0.2646,-0.0473,0.2538,-0.0565,0.0142
15.09,0.26,-0.0545,0.2491,-0.0637,0.0143
15.12,0.2551,-0.0618,0.244,-0.0708,0.0144
15.15,0.2499,-0.0691,0.2386,-0.078,0.0145
15.18,0.2444,-0.0764,0.2328,-0.0852,0.0146
15.21,0.2386,-0.0837,0.2268,-0.0924,0.0146
15.24,0.2325,-0.0909,0.2205,-0.0995,0.0147
15.27,0.226,-0.0981,0.2138,-0.1065,0.0148
15.3,0.2193,-0.1052,0.2069,-0.1135,0.0149
15.33,0.2122,-0.1123,0.1996,-0.1204,0.0149
15.36,0.2048,-0.1192,0.1921,-0.1271,0.015
15.39,0.1971,-0.1259,0.1842,-0.1337,0.0151
15.42,0.1892,-0.1326,0.1761,-0.1401,0.0151
15.45,0.1809,-0.139,0.1676,-0.1463,0.0152
15.48,0.1724,-0.1452,0.159,-0.1524,0.0152
15.51,0.1636,-0.1513,0.15,-0.1582,0.0152
15.54,0.1546,-0.157,0.1408,-0.1637,0.0153
15.57,0.1453,-0.1626,0.1314,-0.169,0.0153
15.6,0.1358,-0.1679,0.1218,-0.1741,0.0153
15.63,0.1261,-0.1728,0.112,-0.1788,0.0153
15.66,0.1163,-0.1775,0.102,-0.1833,0.0153
15.69,0.1062,-0.1819,0.0919,-0.1874,0.0154
15.72,0.0961,-0.186,0.0816,-0.1912,0.0154
15.75,0.0858,-0.1898,0.0712,-0.1947,0.0154
15.78,0.0754,-0.1932,0.0607,-0.1979,0.0153
15.81,0.0649,-0.1963,0.0502,-0.2007,0.0153
15.84,0.0543,-0.199,0.0396,-0.2031,0.0153
15.87,0.0438,-0.2014,0.029,-0.2053,0.0153
15.9,0.0332,-0.2035,0.0183,-0.2071,0.0153
15.93,0.0226,-0.2052,0.0077,-0.2085,0.0152
15.96,0.012,-0.2066,-0.0028,-0.2096,0.0152
15.99,0.0015,-0.2076,-0.0134,-0.2104,0.0151
16.02,-0.0089,-0.2083,-0.0238,-0.2109,0.0151
16.05,-0.0193,-0.2087,-0.0341,-0.211,0.015
16.08,-0.0295,-0.2088,-0.0443,-0.2108,0.015
16.11,-0.0396,-0.2086,-0.0544,-0.2104,0.0149
16.14,-0.0495,-0.2081,-0.0643,-0.2096,0.0148
16.17,-0.0593,-0.2073,-0.074,-0.2086,0.0148
16.2,-0.0689,-0.2063,-0.0836,-0.2073,0.0147
16.23,-0.0783,-0.205,-0.0929,-0.2058,0.0146
16.26,-0.0875,-0.2035,-0.1021,-0.2041,0.0145
16.29,-0.0965,-0.2018,-0.1109,-0.2021,0.0144
16.32,-0.1053,-0.1998,-0.1196,-0.2,0.0143
16.35,-0.1138,-0.1977,-0.128,-0.1977,0.0142
16.38,-0.122,-0.1955,-0.1361,-0.1952,0.0141
16.41,-0.13,-0.1931,-0.144,-0.1926,0.014
16.44,-0.1377,-0.1905,-0.1516,-0.1899,0.0139
16.47,-0.1451,-0.1879,-0.1589,-0.1871,0.0138
16.5,-0.1523,-0.1852,-0.1659,-0.1843,0.0137
16.53,-0.1591,-0.1824,-0.1727,-0.1813,0.0136
16.56,-0.1657,-0.1795,-0.1791,-0.1783,0.0135
16.59,-0.172,-0.1766,-0.1853,-0.1753,0.0133
16.62,-0.178,-0.1737,-0.1912,-0.1723,0.0132
16.65,-0.1837,-0.1708,-0.1967,-0.1693,0.0131
16.68,-0.1892,-0.168,-0.202,-0.1663,0.0129
16.71,-0.1943,-0.1651,-0.207,-0.1634,0.0128
16.74,-0.1992,-0.1623,-0.2117,-0.1605,0.0127
16.77,-0.2038,-0.1596,-0.2162,-0.1577,0.0125
16.8,-0.2081,-0.1569,-0.2203,-0.155,0.0124
16.83,-0.2121,-0.1543,-0.2242,-0.1523,0.0122
16.86,-0.2159,-0.1519,-0.2278,-0.1498,0.0121
16.89,-0.2193,-0.1495,-0.2311,-0.1474,0.0119
16.92,-0.2226,-0.1473,-0.2341,-0.1452,0.0118
16.95,-0.2255,-0.1452,-0.2369,-0.1431,0.0116
16.98,-0.2282,-0.1433,-0.2395,-0.1411,0.0115
17.01,-0.2307,-0.1415,-0.2418,-0.1393,0.0113
17.04,-0.2329,-0.1398,-0.2438,-0.1377,0.0111
17.07,-0.2348,-0.1384,-0.2456,-0.1363,0.011
17.1,-0.2365,-0.1371,-0.2471,-0.135,0.0108
17.13,-0.238,-0.136,-0.2484,-0.1339,0.0106
17.16,-0.2392,-0.1351,-0.2495,-0.133,0.0105
17.19,-0.2402,-0.1343,-0.2503,-0.1324,0.0103
17.22,-0.2409,-0.1338,-0.2509,-0.1319,0.0101
17.25,-0.2414,-0.1334,-0.2512,-0.1316,0.0099
17.28,-0.2417,-0.1333,-0.2513,-0.1315,0.0098
17.31,-0.2418,-0.1333,-0.2512,-0.1316,0.0096
17.34,-0.2416,-0.1336,-0.2508,-0.1319,0.0094
17.37,-0.2412,-0.134,-0.2502,-0.1324,0.0092
17.4,-0.2405,-0.1346,-0.2494,-0.1331,0.009
17.43,-0.2396,-0.1354,-0.2483,-0.134,0.0088
17.46,-0.2385,-0.1364,-0.247,-0.1351,0.0086
17.49,-0.2371,-0.1376,-0.2454,-0.1364,0.0084
17.52,-0.2355,-0.139,-0.2436,-0.1378,0.0082
17.55,-0.2336,-0.1405,-0.2416,-0.1395,0.008
17.58,-0.2315,-0.1422,-0.2393,-0.1413,0.0078
17.61,-0.2292,-0.1441,-0.2367,-0.1433,0.0076
17.64,-0.2266,-0.1461,-0.2339,-0.1454,0.0074
17.67,-0.2237,-0.1483,-0.2308,-0.1476,0.0072
17.7,-0.2206,-0.1506,-0.2275,-0.15,0.0069
17.73,-0.2171,-0.153,-0.2239,-0.1526,0.0067
17.76,-0.2135,-0.1555,-0.22,-0.1552,0.0065
17.79,-0.2095,-0.1581,-0.2158,-0.1579,0.0063
17.82,-0.2053,-0.1609,-0.2113,-0.1607,0.0061
17.85,-0.2008,-0.1636,-0.2066,-0.1636,0.0058
17.88,-0.196,-0.1665,-0.2016,-0.1666,0.0056
17.91,-0.1909,-0.1694,-0.1963,-0.1695,0.0054
17.94,-0.1856,-0.1723,-0.1907,-0.1725,0.0051
17.97,-0.1799,-0.1752,-0.1848,-0.1756,0.0049
18.0,-0.174,-0.1782,-0.1786,-0.1786,0.0046
18.03,-0.1678,-0.1811,-0.1721,-0.1816,0.0044
18.06,-0.1613,-0.184,-0.1654,-0.1845,0.0041
18.09,-0.1545,-0.1868,-0.1583,-0.1874,0.0039
18.12,-0.1474,-0.1895,-0.151,-0.1902,0.0036
18.15,-0.1401,-0.1922,-0.1434,-0.1929,0.0034
18.18,-0.1324,-0.1947,-0.1355,-0.1954,0.0031
18.21,-0.1245,-0.1971,-0.1273,-0.1979,0.0029
18.24,-0.1164,-0.1994,-0.1189,-0.2002,0.0026
18.27,-0.108,-0.2015,-0.1102,-0.2023,0.0023
18.3,-0.0994,-0.2034,-0.1013,-0.2042,0.0021
18.33,-0.0905,-0.2052,-0.0922,-0.2059,0.0018
18.36,-0.0814,-0.2067,-0.0828,-0.2074,0.0016
18.39,-0.0722,-0.2079,-0.0732,-0.2087,0.0013
18.42,-0.0627,-0.209,-0.0635,-0.2097,0.0011
18.45,-0.053,-0.2098,-0.0536,-0.2104,0.0008
18.48,-0.0432,-0.2103,-0.0435,-0.2108,0.0006
18.51,-0.0333,-0.2105,-0.0333,-0.211,0.0005
18.54,-0.0232,-0.2104,-0.0229,-0.2108,0.0005
18.57,-0.0131,-0.21,-0.0125,-0.2103,0.0007
18.6,-0.0028,-0.2093,-0.002,-0.2095,0.0009
18.63,0.0075,-0.2083,0.0086,-0.2084,0.0011
18.66,0.0179,-0.2069,0.0192,-0.2069,0.0013
18.69,0.0282,-0.2053,0.0298,-0.2051,0.0016
18.72,0.0386,-0.2032,0.0405,-0.2029,0.0019
18.75,0.049,-0.2009,0.0511,-0.2004,0.0021
18.78,0.0593,-0.1982,0.0616,-0.1976,0.0024
18.81,0.0695,-0.1952,0.0721,-0.1944,0.0027
18.84,0.0797,-0.1919,0.0825,-0.1909,0.0029
18.87,0.0898,-0.1883,0.0927,-0.1871,0.0032
18.9,0.0997,-0.1843,0.1028,-0.1829,0.0035
18.93,0.1095,-0.18,0.1128,-0.1784,0.0037
18.96,0.1191,-0.1755,0.1226,-0.1737,0.004
18.99,0.1285,-0.1707,0.1322,-0.1686,0.0042
19.02,0.1377,-0.1656,0.1416,-0.1633,0.0045
19.05,0.1467,-0.1602,0.1508,-0.1577,0.0048
19.08,0.1555,-0.1547,0.1597,-0.1519,0.005
19.11,0.164,-0.1489,0.1684,-0.1458,0.0053
19.14,0.1723,-0.1429,0.1768,-0.1396,0.0055
19.17,0.1803,-0.1367,0.1849,-0.1331,0.0058
19.2,0.188,-0.1303,0.1927,-0.1265,0.006
19.23,0.1955,-0.1238,0.2002,-0.1198,0.0062
19.26,0.2026,-0.1172,0.2075,-0.1129,0.0065
19.29,0.2095,-0.1105,0.2144,-0.1059,0.0067
19.32,0.216,-0.1037,0.221,-0.0989,0.0069
19.35,0.2223,-0.0968,0.2273,-0.0918,0.0072
19.38,0.2282,-0.0899,0.2333,-0.0846,0.0074
19.41,0.2339,-0.083,0.239,-0.0774,0.0076
19.44,0.2392,-0.0761,0.2444,-0.0702,0.0078
19.47,0.2442,-0.0692,0.2495,-0.0631,0.008
19.5,0.249,-0.0623,0.2542,-0.056,0.0083
19.53,0.2534,-0.0555,0.2587,-0.0489,0.0085
19.56,0.2576,-0.0488,0.2629,-0.0419,0.0087
19.59,0.2614,-0.0421,0.2668,-0.035,0.0089
19.62,0.2651,-0.0356,0.2704,-0.0283,0.0091
19.65,0.2684,-0.0292,0.2738,-0.0216,0.0093
19.68,0.2715,-0.0229,0.2769,-0.0151,0.0095
19.71,0.2744,-0.0168,0.2798,-0.0088,0.0096
19.74,0.277,-0.0109,0.2824,-0.0026,0.0098
19.77,0.2794,-0.0051,0.2848,0.0034,0.01
19.8,0.2816,0.0005,0.287,0.0091,0.0102
19.83,0.2836,0.0058,0.289,0.0147,0.0104
19.86,0.2854,0.011,0.2908,0.02,0.0106
19.89,0.2871,0.0159,0.2925,0.0251,0.0107
19.92,0.2885,0.0205,0.2939,0.03,0.0109
19.95,0.2898,0.025,0.2953,0.0346,0.0111
19.98,0.291,0.0292,0.2964,0.039,0.0112
20.01,0.2921,0.0331,0.2975,0.0431,0.0114
20.04,0.293,0.0368,0.2984,0.047,0.0116
20.07,0.2938,0.0401,0.2992,0.0505,0.0117
20.1,0.2944,0.0433,0.3,0.0538,0.0119
20.13,0.295,0.0461,0.3006,0.0568,0.0121
20.16,0.2955,0.0487,0.3011,0.0595,0.0122
20.19,0.296,0.051,0.3016,0.062,0.0124
20.22,0.2963,0.0529,0.302,0.0641,0.0125
20.25,0.2966,0.0546,0.3023,0.066,0.0127
20.28,0.2968,0.0561,0.3025,0.0675,0.0128
20.31,0.2969,0.0572,0.3028,0.0688,0.013
20.34,0.297,0.058,0.3029,0.0697,0.0131
20.37,0.297,0.0585,0.303,0.0704,0.0133
20.4,0.297,0.0588,0.3031,0.0707,0.0134
20.43,0.2969,0.0587,0.3031,0.0708,0.0136
20.46,0.2967,0.0584,0.303,0.0705,0.0137
20.49,0.2965,0.0577,0.3029,0.07,0.0139
20.52,0.2963,0.0568,0.3028,0.0691,0.014
20.55,0.2959,0.0555,0.3026,0.068,0.0142
20.58,0.2956,0.054,0.3024,0.0666,0.0143
20.61,0.2951,0.0522,0.3021,0.0648,0.0144
20.64,0.2946,0.0501,0.3017,0.0628,0.0146
20.67,0.294,0.0477,0.3013,0.0604,0.0147
20.7,0.2933,0.045,0.3008,0.0578,0.0148
20.73,0.2925,0.0421,0.3002,0.0549,0.015
20.76,0.2917,0.0388,0.2995,0.0517,0.0151
20.79,0.2907,0.0353,0.2987,0.0483,0.0152
20.82,0.2896,0.0316,0.2978,0.0445,0.0154
20.85,0.2884,0.0275,0.2968,0.0405,0.0155
20.88,0.287,0.0233,0.2957,0.0362,0.0156
20.91,0.2855,0.0187,0.2944,0.0317,0.0157
20.94,0.2839,0.014,0.293,0.0269,0.0158
20.97,0.2821,0.009,0.2914,0.0219,0.016
21.0,0.2801,0.0037,0.2897,0.0166,0.0161
21.03,0.2779,-0.0017,0.2877,0.0111,0.0162
21.06,0.2755,-0.0073,0.2856,0.0054,0.0163
21.09,0.2729,-0.0132,0.2833,-0.0005,0.0164
21.12,0.2701,-0.0192,0.2807,-0.0066,0.0165
21.15,0.2671,-0.0254,0.2779,-0.0128,0.0166
21.18,0.2638,-0.0317,0.2749,-0.0193,0.0167
21.21,0.2602,-0.0382,0.2716,-0.0259,0.0168
21.24,0.2564,-0.0448,0.2681,-0.0326,0.0169
21.27,0.2524,-0.0515,0.2643,-0.0394,0.0169
21.3,0.248,-0.0582,0.2602,-0.0464,0.017
21.33,0.2434,-0.0651,0.2559,-0.0534,0.0171
21.36,0.2384,-0.072,0.2512,-0.0605,0.0172
21.39,0.2332,-0.079,0.2462,-0.0677,0.0172
21.42,0.2277,-0.0859,0.241,-0.0749,0.0173
21.45,0.2219,-0.0929,0.2354,-0.082,0.0173
21.48,0.2157,-0.0998,0.2295,-0.0892,0.0174
21.51,0.2093,-0.1067,0.2233,-0.0964,0.0174
21.54,0.2026,-0.1135,0.2168,-0.1034,0.0175
21.57,0.1955,-0.1203,0.21,-0.1104,0.0175
21.6,0.1882,-0.1269,0.2029,-0.1174,0.0175
21.63,0.1805,-0.1334,0.1954,-0.1242,0.0175
21.66,0.1726,-0.1397,0.1877,-0.1308,0.0175
21.69,0.1644,-0.1459,0.1797,-0.1373,0.0175
21.72,0.1559,-0.1519,0.1714,-0.1436,0.0175
21.75,0.1472,-0.1577,0.1628,-0.1497,0.0175
21.78,0.1382,-0.1633,0.154,-0.1557,0.0175
21.81,0.129,-0.1686,0.1449,-0.1613,0.0175
21.84,0.1196,-0.1737,0.1356,-0.1667,0.0175
21.87,0.1099,-0.1785,0.1261,-0.1719,0.0174
21.9,0.1001,-0.183,0.1163,-0.1768,0.0174
21.93,0.0901,-0.1872,0.1064,-0.1813,0.0173
21.96,0.08,-0.1912,0.0964,-0.1856,0.0173
21.99,0.0697,-0.1948,0.0861,-0.1896,0.0172
22.02,0.0593,-0.198,0.0758,-0.1932,0.0171
22.05,0.0489,-0.201,0.0654,-0.1965,0.0171
22.08,0.0383,-0.2036,0.0548,-0.1995,0.017
22.11,0.0278,-0.2059,0.0443,-0.2021,0.0169
22.14,0.0172,-0.2078,0.0336,-0.2044,0.0168
22.17,0.0066,-0.2094,0.023,-0.2063,0.0167
22.2,-0.004,-0.2107,0.0124,-0.2079,0.0166
22.23,-0.0145,-0.2116,0.0018,-0.2092,0.0165
22.26,-0.025,-0.2122,-0.0087,-0.2101,0.0164
22.29,-0.0354,-0.2125,-0.0192,-0.2107,0.0163
22.32,-0.0457,-0.2125,-0.0296,-0.211,0.0162
22.35,-0.0558,-0.2122,-0.0399,-0.2109,0.016
22.38,-0.0659,-0.2116,-0.05,-0.2106,0.0159
22.41,-0.0757,-0.2107,-0.06,-0.21,0.0158
22.44,-0.0854,-0.2095,-0.0698,-0.2091,0.0156
22.47,-0.0949,-0.2081,-0.0794,-0.2079,0.0155
22.5,-0.1042,-0.2065,-0.0889,-0.2065,0.0153
22.53,-0.1132,-0.2046,-0.0981,-0.2049,0.0152
22.56,-0.1221,-0.2025,-0.1071,-0.203,0.015
22.59,-0.1306,-0.2003,-0.1158,-0.201,0.0148
22.62,-0.139,-0.1979,-0.1243,-0.1987,0.0147
22.65,-0.1471,-0.1953,-0.1326,-0.1963,0.0145
22.68,-0.1549,-0.1926,-0.1406,-0.1938,0.0143
22.71,-0.1624,-0.1898,-0.1483,-0.1911,0.0142
22.74,-0.1696,-0.187,-0.1557,-0.1884,0.014
22.77,-0.1766,-0.184,-0.1629,-0.1855,0.0138
22.8,-0.1833,-0.181,-0.1698,-0.1826,0.0136
22.83,-0.1896,-0.1779,-0.1763,-0.1796,0.0134
22.86,-0.1957,-0.1748,-0.1826,-0.1766,0.0132
22.89,-0.2015,-0.1717,-0.1886,-0.1736,0.0131
22.92,-0.207,-0.1687,-0.1943,-0.1706,0.0129
22.95,-0.2123,-0.1657,-0.1997,-0.1676,0.0127
22.98,-0.2172,-0.1627,-0.2049,-0.1647,0.0125
23.01,-0.2218,-0.1597,-0.2097,-0.1618,0.0123
23.04,-0.2262,-0.1569,-0.2142,-0.1589,0.0121
23.07,-0.2302,-0.1541,-0.2185,-0.1562,0.0119
23.1,-0.234,-0.1515,-0.2225,-0.1535,0.0117
23.13,-0.2375,-0.149,-0.2262,-0.1509,0.0115
23.16,-0.2408,-0.1465,-0.2297,-0.1485,0.0113
23.19,-0.2438,-0.1443,-0.2328,-0.1462,0.0111
23.22,-0.2465,-0.1422,-0.2357,-0.144,0.0109
23.25,-0.2489,-0.1402,-0.2384,-0.142,0.0107
23.28,-0.2511,-0.1384,-0.2408,-0.1401,0.0105
23.31,-0.2531,-0.1368,-0.2429,-0.1384,0.0103
23.34,-0.2547,-0.1353,-0.2448,-0.1369,0.01
23.37,-0.2562,-0.1341,-0.2465,-0.1355,0.0098
23.4,-0.2574,-0.133,-0.2479,-0.1344,0.0096
23.43,-0.2583,-0.1322,-0.249,-0.1334,0.0094
23.46,-0.2591,-0.1315,-0.2499,-0.1326,0.0092
23.49,-0.2595,-0.131,-0.2506,-0.1321,0.009
23.52,-0.2598,-0.1308,-0.2511,-0.1317,0.0087
23.55,-0.2598,-0.1307,-0.2513,-0.1315,0.0085
23.58,-0.2595,-0.1309,-0.2513,-0.1315,0.0083
23.61,-0.2591,-0.1312,-0.251,-0.1317,0.0081
23.64,-0.2583,-0.1318,-0.2505,-0.1322,0.0078
23.67,-0.2574,-0.1326,-0.2498,-0.1328,0.0076
23.7,-0.2562,-0.1335,-0.2488,-0.1336,0.0074
23.73,-0.2548,-0.1347,-0.2476,-0.1346,0.0072
23.76,-0.2531,-0.136,-0.2462,-0.1358,0.0069
23.79,-0.2511,-0.1375,-0.2445,-0.1372,0.0067
23.82,-0.2489,-0.1392,-0.2425,-0.1387,0.0064
23.85,-0.2465,-0.1411,-0.2403,-0.1405,0.0062
23.88,-0.2438,-0.1432,-0.2379,-0.1424,0.006
23.91,-0.2408,-0.1454,-0.2352,-0.1444,0.0057
23.94,-0.2376,-0.1477,-0.2322,-0.1466,0.0055
23.97,-0.2341,-0.1502,-0.229,-0.149,0.0052
24.0,-0.2303,-0.1528,-0.2255,-0.1514,0.005
24.03,-0.2262,-0.1555,-0.2217,-0.154,0.0047
24.06,-0.2219,-0.1583,-0.2177,-0.1567,0.0045
24.09,-0.2172,-0.1612,-0.2133,-0.1595,0.0042
24.12,-0.2123,-0.1641,-0.2087,-0.1623,0.004
24.15,-0.2071,-0.1671,-0.2038,-0.1653,0.0038
24.18,-0.2016,-0.1702,-0.1987,-0.1682,0.0035
24.21,-0.1958,-0.1733,-0.1932,-0.1712,0.0033
24.24,-0.1897,-0.1763,-0.1874,-0.1742,0.0031
24.27,-0.1833,-0.1794,-0.1814,-0.1773,0.0029
24.3,-0.1766,-0.1824,-0.175,-0.1802,0.0027
24.33,-0.1696,-0.1854,-0.1684,-0.1832,0.0025
24.36,-0.1623,-0.1884,-0.1614,-0.1861,0.0024
24.39,-0.1547,-0.1912,-0.1542,-0.189,0.0023
24.42,-0.1469,-0.1939,-0.1467,-0.1917,0.0022
24.45,-0.1387,-0.1965,-0.139,-0.1943,0.0022
24.48,-0.1303,-0.199,-0.1309,-0.1968,0.0022
24.51,-0.1216,-0.2013,-0.1226,-0.1992,0.0023
24.54,-0.1127,-0.2034,-0.1141,-0.2014,0.0024
24.57,-0.1035,-0.2053,-0.1053,-0.2034,0.0026
24.6,-0.0941,-0.207,-0.0962,-0.2052,0.0028
24.63,-0.0845,-0.2085,-0.0869,-0.2068,0.003
24.66,-0.0746,-0.2097,-0.0775,-0.2082,0.0032
24.69,-0.0646,-0.2106,-0.0678,-0.2093,0.0035
24.72,-0.0544,-0.2113,-0.058,-0.2101,0.0037
24.75,-0.0441,-0.2117,-0.0479,-0.2107,0.004
24.78,-0.0336,-0.2117,-0.0378,-0.211,0.0043
24.81,-0.0229,-0.2115,-0.0275,-0.2109,0.0046
24.84,-0.0122,-0.2109,-0.0171,-0.2106,0.0049
24.87,-0.0014,-0.2099,-0.0066,-0.2099,0.0052
24.9,0.0094,-0.2087,0.0039,-0.2089,0.0055
24.93,0.0203,-0.207,0.0146,-0.2076,0.0058
24.96,0.0312,-0.205,0.0252,-0.2059,0.0061
24.99,0.0421,-0.2027,0.0358,-0.2039,0.0064
25.02,0.053,-0.2,0.0464,-0.2016,0.0067
25.05,0.0638,-0.197,0.057,-0.1989,0.007
25.08,0.0745,-0.1936,0.0675,-0.1959,0.0073
25.11,0.0851,-0.1898,0.0779,-0.1925,0.0077
25.14,0.0956,-0.1857,0.0882,-0.1888,0.008
25.17,0.1059,-0.1813,0.0984,-0.1848,0.0083
25.2,0.1161,-0.1766,0.1085,-0.1804,0.0086
25.23,0.1261,-0.1715,0.1183,-0.1758,0.0089
25.26,0.1359,-0.1662,0.128,-0.1709,0.0092
25.29,0.1455,-0.1605,0.1375,-0.1657,0.0095
25.32,0.1548,-0.1546,0.1468,-0.1602,0.0098
25.35,0.1639,-0.1485,0.1558,-0.1545,0.0101
25.38,0.1727,-0.1421,0.1646,-0.1485,0.0103
25.41,0.1812,-0.1355,0.1731,-0.1424,0.0106
25.44,0.1895,-0.1288,0.1813,-0.136,0.0109
25.47,0.1974,-0.1218,0.1893,-0.1295,0.0112
25.5,0.2051,-0.1147,0.197,-0.1228,0.0114
25.53,0.2124,-0.1075,0.2043,-0.116,0.0117
25.56,0.2194,-0.1001,0.2114,-0.109,0.012
25.59,0.2261,-0.0927,0.2182,-0.102,0.0122
25.62,0.2325,-0.0852,0.2246,-0.0949,0.0125
25.65,0.2385,-0.0777,0.2307,-0.0878,0.0127
25.68,0.2442,-0.0701,0.2366,-0.0806,0.0129
25.71,0.2496,-0.0626,0.2421,-0.0734,0.0132
25.74,0.2547,-0.055,0.2473,-0.0662,0.0134
25.77,0.2595,-0.0476,0.2522,-0.0591,0.0136
25.8,0.2639,-0.0401,0.2568,-0.052,0.0139
25.83,0.2681,-0.0328,0.2611,-0.045,0.0141
25.86,0.272,-0.0255,0.2651,-0.038,0.0143
25.89,0.2756,-0.0184,0.2688,-0.0312,0.0145
25.92,0.2789,-0.0114,0.2723,-0.0245,0.0147
25.95,0.282,-0.0045,0.2755,-0.018,0.0149
25.98,0.2848,0.0022,0.2785,-0.0115,0.0151
26.01,0.2874,0.0087,0.2813,-0.0053,0.0153
26.04,0.2898,0.015,0.2838,0.0008,0.0155
26.07,0.2919,0.0211,0.2861,0.0066,0.0156
26.1,0.2939,0.027,0.2881,0.0123,0.0158
26.13,0.2956,0.0327,0.29,0.0177,0.016
26.16,0.2972,0.0382,0.2918,0.0229,0.0162
26.19,0.2986,0.0434,0.2933,0.0279,0.0163
26.22,0.2999,0.0483,0.2947,0.0326,0.0165
26.25,0.301,0.053,0.2959,0.0371,0.0167
26.28,0.3021,0.0574,0.297,0.0413,0.0168
26.31,0.303,0.0616,0.298,0.0453,0.017
26.34,0.3037,0.0654,0.2989,0.049,0.0171
26.37,0.3044,0.069,0.2997,0.0524,0.0173
26.4,0.305,0.0723,0.3003,0.0555,0.0175
26.43,0.3056,0.0754,0.3009,0.0584,0.0176
26.46,0.306,0.0781,0.3014,0.0609,0.0178
26.49,0.3064,0.0805,0.3018,0.0632,0.0179
26.52,0.3068,0.0826,0.3022,0.0652,0.018
26.55,0.3071,0.0845,0.3024,0.0669,0.0182
26.58,0.3073,0.086,0.3027,0.0683,0.0183
26.61,0.3075,0.0872,0.3028,0.0693,0.0185
26.64,0.3077,0.0881,0.303,0.0701,0.0186
26.67,0.3079,0.0887,0.303,0.0706,0.0188
26.7,0.308,0.0891,0.3031,0.0708,0.0189
26.73,0.3081,0.0891,0.3031,0.0707,0.019
26.76,0.3081,0.0888,0.303,0.0703,0.0192
26.79,0.3081,0.0882,0.3029,0.0696,0.0193
26.82,0.3081,0.0872,0.3027,0.0685,0.0195
26.85,0.308,0.086,0.3025,0.0672,0.0196
26.88,0.3079,0.0845,0.3022,0.0656,0.0197
26.91,0.3078,0.0827,0.3019,0.0637,0.0199
26.94,0.3076,0.0806,0.3015,0.0615,0.02
26.97,0.3073,0.0781,0.301,0.059,0.0201
27.0,0.307,0.0754,0.3005,0.0562,0.0203
27.03,0.3066,0.0724,0.2998,0.0532,0.0204
27.06,0.3062,0.0691,0.2991,0.0498,0.0205
27.09,0.3056,0.0655,0.2982,0.0462,0.0207
27.12,0.3049,0.0616,0.2973,0.0423,0.0208
27.15,0.3042,0.0575,0.2962,0.0381,0.0209
27.18,0.3033,0.0531,0.295,0.0337,0.021
27.21,0.3023,0.0484,0.2936,0.029,0.0212
27.24,0.3011,0.0434,0.2921,0.0241,0.0213
